configuration_id,LL_dynamic_01_a,LL_dynamic_01_b,seed,time,bound,solved
1,1.6535,0.6944,914123138,201941,2e+05,0
2,1.9803,0.6383,914123138,206546,2e+05,0
3,2.4651,0.7252,914123138,201231,2e+05,0
4,2.1402,0.7089,914123138,204852,2e+05,0
5,1.9255,0.7165,914123138,205541,2e+05,0
6,1.763,0.5956,914123138,202232,2e+05,0
7,2.3083,0.4843,914123138,204310,2e+05,0
8,2.0571,0.4725,914123138,202636,2e+05,0
9,2.2182,0.6897,914123138,201682,2e+05,0
10,2.3809,0.7706,914123138,203941,2e+05,0
11,2.4739,0.576,914123138,202575,2e+05,0
12,1.6466,0.6618,914123138,201142,2e+05,0
13,1.6948,0.9687,914123138,200109,2e+05,0
14,2.3172,0.9151,914123138,201201,2e+05,0
15,2.3595,0.6499,914123138,203732,2e+05,0
16,1.5091,0.9391,914123138,204888,2e+05,0
17,1.0596,0.7319,914123138,33819,2e+05,1
18,1.1155,0.4789,914123138,36731,2e+05,1
19,2.0761,0.982,914123138,204511,2e+05,0
20,1.554,0.5548,914123138,65258,2e+05,1
21,1.2991,0.6035,914123138,44682,2e+05,1
22,1.8653,0.7673,914123138,204155,2e+05,0
23,1.82,0.618,914123138,201281,2e+05,0
24,1.8802,0.5676,914123138,206545,2e+05,0
25,1.0233,0.9725,914123138,49710,2e+05,1
26,1.4348,0.645,914123138,73972,2e+05,1
27,1.1606,0.495,914123138,35056,2e+05,1
28,1.1282,0.4042,914123138,36845,2e+05,1
29,2.1506,0.512,914123138,206870,2e+05,0
30,2.2524,0.6598,914123138,201047,2e+05,0
31,1.2187,0.834,914123138,200763,2e+05,0
32,2.1034,0.6537,914123138,200821,2e+05,0
33,1.2559,0.5751,914123138,42116,2e+05,1
34,1.7396,0.8872,914123138,202062,2e+05,0
35,2.3488,0.544,914123138,202484,2e+05,0
36,1.5381,0.5769,914123138,83381,2e+05,1
37,2.2889,0.5926,914123138,206443,2e+05,0
38,2.2006,0.9731,914123138,201615,2e+05,0
39,1.8983,0.8553,914123138,201440,2e+05,0
40,1.7929,0.6133,914123138,207584,2e+05,0
41,1.1541,0.4922,914123138,36620,2e+05,1
42,1.9832,0.8614,914123138,202096,2e+05,0
43,1.7145,0.5735,914123138,203958,2e+05,0
44,1.8351,0.7651,914123138,203527,2e+05,0
45,1.4616,0.8675,914123138,201198,2e+05,0
46,1.1608,0.5502,914123138,35383,2e+05,1
47,1.9576,0.6353,914123138,205131,2e+05,0
48,1.0994,0.7582,914123138,35214,2e+05,1
49,2.4604,0.7141,914123138,207169,2e+05,0
50,1.0177,0.4906,914123138,45503,2e+05,1
51,1.7495,0.7132,914123138,204366,2e+05,0
52,2.0164,0.6683,914123138,204184,2e+05,0
53,2.2835,0.8947,914123138,204984,2e+05,0
54,2.3861,0.6994,914123138,200339,2e+05,0
55,2.2167,0.4409,914123138,203170,2e+05,0
56,1.8624,0.5888,914123138,207602,2e+05,0
57,1.5876,0.9752,914123138,206650,2e+05,0
58,1.4934,0.5429,914123138,55347,2e+05,1
59,1.3693,0.8257,914123138,204280,2e+05,0
60,1.4322,0.9674,914123138,202213,2e+05,0
61,1.5903,0.6467,914123138,204146,2e+05,0
62,2.3238,0.8906,914123138,206217,2e+05,0
63,2.3653,0.5074,914123138,202005,2e+05,0
64,1.0146,0.4718,914123138,47949,2e+05,1
65,1.2258,0.7534,914123138,49909,2e+05,1
66,1.286,0.4544,914123138,37632,2e+05,1
67,1.5473,0.4561,914123138,84259,2e+05,1
68,1.7593,0.8062,914123138,201006,2e+05,0
69,1.1685,0.6897,914123138,37382,2e+05,1
70,1.0444,0.7773,914123138,33727,2e+05,1
71,2.2665,0.8088,914123138,207730,2e+05,0
72,2.427,0.8868,914123138,203559,2e+05,0
73,1.9949,0.5279,914123138,203588,2e+05,0
