configuration_id,LL_dynamic_01_a,LL_dynamic_01_b,seed,time,bound,solved
1,1.6535,0.6944,914123138,250893,250000,0
2,1.9803,0.6383,914123138,250193,250000,0
3,2.4651,0.7252,914123138,257325,250000,0
4,2.1402,0.7089,914123138,256717,250000,0
5,1.9255,0.7165,914123138,252585,250000,0
6,1.763,0.5956,914123138,250085,250000,0
7,2.3083,0.4843,914123138,257712,250000,0
8,2.0571,0.4725,914123138,232385,250000,1
9,2.2182,0.6897,914123138,250422,250000,0
10,2.3809,0.7706,914123138,251435,250000,0
11,2.4739,0.576,914123138,261109,250000,0
12,1.6466,0.6618,914123138,259215,250000,0
13,1.6948,0.9687,914123138,259872,250000,0
14,2.3172,0.9151,914123138,253199,250000,0
15,2.3595,0.6499,914123138,252926,250000,0
16,1.5091,0.9391,914123138,253178,250000,0
17,1.0596,0.7319,914123138,47619,250000,1
17,1.0596,0.7319,123368905,49818,250000,1
17,1.0596,0.7319,1487355723,49056,250000,1
17,1.0596,0.7319,1157073988,49128,250000,1
17,1.0596,0.7319,270422674,48837,250000,1
17,1.0596,0.7319,673218025,46068,250000,1
17,1.0596,0.7319,607386998,46583,250000,1
17,1.0596,0.7319,684311997,48525,250000,1
17,1.0596,0.7319,2112837894,48334,250000,1
17,1.0596,0.7319,230499717,45204,250000,1
17,1.0596,0.7319,596850252,46421,250000,1
18,1.1155,0.4789,914123138,52067,250000,1
19,2.0761,0.982,914123138,256878,250000,0
20,1.554,0.5548,914123138,111028,250000,1
21,1.2991,0.6035,914123138,54623,250000,1
22,1.8653,0.7673,914123138,255644,250000,0
23,1.82,0.618,914123138,250224,250000,0
24,1.8802,0.5676,914123138,253405,250000,0
25,1.0233,0.9725,914123138,68233,250000,1
26,1.4348,0.645,914123138,106554,250000,1
27,1.1606,0.495,914123138,46973,250000,1
27,1.1606,0.495,123368905,49584,250000,1
27,1.1606,0.495,1487355723,46941,250000,1
27,1.1606,0.495,1157073988,51806,250000,1
27,1.1606,0.495,270422674,46298,250000,1
27,1.1606,0.495,673218025,55037,250000,1
27,1.1606,0.495,607386998,53093,250000,1
27,1.1606,0.495,684311997,47673,250000,1
27,1.1606,0.495,2112837894,50888,250000,1
27,1.1606,0.495,230499717,49624,250000,1
27,1.1606,0.495,596850252,48765,250000,1
28,1.1282,0.4042,914123138,49862,250000,1
29,2.1506,0.512,914123138,261170,250000,0
30,2.2524,0.6598,914123138,259787,250000,0
31,1.2187,0.834,914123138,251723,250000,0
32,2.1034,0.6537,914123138,253310,250000,0
33,1.2559,0.5751,914123138,57309,250000,1
34,1.7396,0.8872,914123138,259314,250000,0
35,2.3488,0.544,914123138,250788,250000,0
36,1.5381,0.5769,914123138,99864,250000,1
37,2.2889,0.5926,914123138,256471,250000,0
38,2.2006,0.9731,914123138,253892,250000,0
39,1.8983,0.8553,914123138,258902,250000,0
40,1.7929,0.6133,914123138,250732,250000,0
41,1.1541,0.4922,914123138,50841,250000,1
42,1.9832,0.8614,914123138,252416,250000,0
43,1.7145,0.5735,914123138,188018,250000,1
44,1.8351,0.7651,914123138,253177,250000,0
45,1.4616,0.8675,914123138,258487,250000,0
46,1.1608,0.5502,914123138,51843,250000,1
47,1.9576,0.6353,914123138,258834,250000,0
48,1.0994,0.7582,914123138,51616,250000,1
49,2.4604,0.7141,914123138,253766,250000,0
50,1.0177,0.4906,914123138,68726,250000,1
51,1.7495,0.7132,914123138,252102,250000,0
52,2.0164,0.6683,914123138,257361,250000,0
53,2.2835,0.8947,914123138,259067,250000,0
54,2.3861,0.6994,914123138,260986,250000,0
55,2.2167,0.4409,914123138,258474,250000,0
56,1.8624,0.5888,914123138,252257,250000,0
57,1.5876,0.9752,914123138,259092,250000,0
58,1.4934,0.5429,914123138,93325,250000,1
59,1.3693,0.8257,914123138,258961,250000,0
60,1.4322,0.9674,914123138,257541,250000,0
61,1.5903,0.6467,914123138,252758,250000,0
62,2.3238,0.8906,914123138,250352,250000,0
63,2.3653,0.5074,914123138,253569,250000,0
64,1.0146,0.4718,914123138,67174,250000,1
65,1.2258,0.7534,914123138,71837,250000,1
66,1.286,0.4544,914123138,48376,250000,1
67,1.5473,0.4561,914123138,84426,250000,1
68,1.7593,0.8062,914123138,254587,250000,0
69,1.1685,0.6897,914123138,60303,250000,1
70,1.0444,0.7773,914123138,49737,250000,1
71,2.2665,0.8088,914123138,261322,250000,0
72,2.427,0.8868,914123138,255949,250000,0
73,1.9949,0.5279,914123138,256304,250000,0
74,1.6066,0.5104,914123138,135372,250000,1
75,2.4886,0.6196,914123138,256678,250000,0
76,1.487,0.7844,914123138,258561,250000,0
77,1.5046,0.7458,914123138,256369,250000,0
78,1.9782,0.5244,914123138,253184,250000,0
79,1.9819,0.5257,914123138,253497,250000,0
80,1.8776,0.6217,914123138,261299,250000,0
81,1.9692,0.8253,914123138,259865,250000,0
82,1.853,0.7553,914123138,250964,250000,0
83,1.3479,0.9138,914123138,259251,250000,0
84,1.1175,0.619,914123138,50487,250000,1
85,2.1312,0.6202,914123138,252031,250000,0
86,1.7146,0.8064,914123138,258472,250000,0
87,1.8244,0.7101,914123138,260451,250000,0
88,1.9344,0.4624,914123138,212084,250000,1
89,2.179,0.6541,914123138,257558,250000,0
90,1.2885,0.7477,914123138,138803,250000,1
91,1.8147,0.7307,914123138,250097,250000,0
92,1.9649,0.8517,914123138,258003,250000,0
93,1.8152,0.7333,914123138,253917,250000,0
94,2.1768,0.6905,914123138,253026,250000,0
95,2.488,0.7085,914123138,254894,250000,0
96,1.9236,0.402,914123138,189261,250000,1
97,1.9299,0.5469,914123138,255489,250000,0
98,2.1487,0.8147,914123138,260602,250000,0
99,1.0895,0.4165,914123138,51424,250000,1
100,1.4257,0.4176,914123138,56630,250000,1
101,1.5145,0.7686,914123138,257262,250000,0
102,1.7705,0.858,914123138,252368,250000,0
103,2.1865,0.8835,914123138,260043,250000,0
104,2.0345,0.7611,914123138,253060,250000,0
105,1.1029,0.6432,914123138,52392,250000,1
106,2.165,0.9751,914123138,251618,250000,0
107,1.9507,0.4589,914123138,146510,250000,1
108,2.2233,0.97,914123138,254811,250000,0
109,1.9678,0.989,914123138,259582,250000,0
110,2.1259,0.5644,914123138,257661,250000,0
111,2.4133,0.4844,914123138,256877,250000,0
112,1.7688,0.4841,914123138,106169,250000,1
113,1.5311,0.8082,914123138,258791,250000,0
114,1.3448,0.8213,914123138,256094,250000,0
115,1.8749,0.66,914123138,257412,250000,0
116,1.1,0.4059,914123138,51974,250000,1
117,1.6164,0.712,914123138,251234,250000,0
118,1.7133,0.9319,914123138,261174,250000,0
119,1.574,0.7844,914123138,256018,250000,0
120,1.503,0.6988,914123138,255455,250000,0
121,1.4033,0.7663,914123138,255927,250000,0
122,1.3455,0.6949,914123138,151956,250000,1
123,1.3176,0.7734,914123138,254222,250000,0
124,2.2694,0.5223,914123138,252825,250000,0
125,1.6146,0.6093,914123138,256504,250000,0
126,2.3766,0.7881,914123138,255524,250000,0
127,2.21,0.6992,914123138,254536,250000,0
128,1.1702,0.7784,914123138,67142,250000,1
129,1.8296,0.7979,914123138,255327,250000,0
130,1.6564,0.4537,914123138,90038,250000,1
131,2.1021,0.4243,914123138,150932,250000,1
132,1.4671,0.8329,914123138,252819,250000,0
133,1.2164,0.9537,914123138,250538,250000,0
134,1.1106,0.5434,914123138,51929,250000,1
135,1.7192,0.8361,914123138,260627,250000,0
136,2.3011,0.6921,914123138,256061,250000,0
137,2.3148,0.4433,914123138,254478,250000,0
138,1.3636,0.7687,914123138,251562,250000,0
