configuration_id,LL_static_lambda1,LL_static_lambda2,LL_static_lda,LL_static_crossOverBias,seed,time,bound,solved
1,60,55,97,0.3468,976964627,200100,2e+05,0
2,66,69,8,0.4394,976964627,81245,2e+05,1
3,51,55,65,0.381,976964627,200022,2e+05,0
4,64,65,7,0.0757,976964627,62257,2e+05,1
5,94,88,40,0.2317,976964627,200006,2e+05,0
6,90,33,61,0.3601,976964627,200121,2e+05,0
7,5,98,98,0.0604,976964627,200055,2e+05,0
8,22,66,66,0.3745,976964627,200024,2e+05,0
9,25,72,91,0.3773,976964627,200014,2e+05,0
10,1,38,99,0.2747,976964627,200031,2e+05,0
11,20,68,35,0.2976,976964627,200021,2e+05,0
12,43,44,67,0.0502,976964627,79729,2e+05,1
13,100,19,37,0.2798,976964627,200039,2e+05,0
14,73,78,64,0.2003,976964627,200075,2e+05,0
15,63,73,47,0.1756,976964627,200021,2e+05,0
16,52,48,45,0.295,976964627,2e+05,2e+05,0
17,67,98,16,0.2984,976964627,92877,2e+05,1
18,64,28,55,0.2257,976964627,200007,2e+05,0
19,54,59,9,0.0732,976964627,55194,2e+05,1
20,24,67,28,0.1162,976964627,65571,2e+05,1
21,46,82,20,0.2694,976964627,111273,2e+05,1
22,29,84,70,0.0699,976964627,113670,2e+05,1
23,7,65,50,0.1586,976964627,200028,2e+05,0
24,2,34,6,0.2201,976964627,67418,2e+05,1
25,77,67,78,0.3588,976964627,200016,2e+05,0
26,100,18,54,0.4111,976964627,200010,2e+05,0
27,85,73,15,0.4566,976964627,200036,2e+05,0
28,64,47,23,0.3198,976964627,200068,2e+05,0
29,64,56,56,0.0885,976964627,152144,2e+05,1
30,26,28,44,0.1585,976964627,200021,2e+05,0
31,4,74,10,0.4752,976964627,200059,2e+05,0
32,10,56,37,0.1388,976964627,116194,2e+05,1
33,79,16,62,0.2324,976964627,200070,2e+05,0
34,67,67,75,0.3259,976964627,200062,2e+05,0
35,66,13,27,0.4398,976964627,200028,2e+05,0
36,1,75,41,0.0235,976964627,76224,2e+05,1
37,87,60,52,0.3735,976964627,200067,2e+05,0
38,15,73,25,0.112,976964627,56483,2e+05,1
39,78,25,94,0.289,976964627,200026,2e+05,0
