configuration_id,LL_dynamic_01_a,LL_dynamic_01_b,seed,time,bound,solved
1,1.6535,0.6944,914123138,152533,150000,0
2,1.9803,0.6383,914123138,152015,150000,0
3,2.4651,0.7252,914123138,152233,150000,0
4,2.1402,0.7089,914123138,150852,150000,0
5,1.9255,0.7165,914123138,152171,150000,0
6,1.763,0.5956,914123138,153209,150000,0
7,2.3083,0.4843,914123138,150136,150000,0
8,2.0571,0.4725,914123138,82532,150000,1
9,2.2182,0.6897,914123138,152078,150000,0
10,2.3809,0.7706,914123138,153631,150000,0
11,2.4739,0.576,914123138,150113,150000,0
12,1.6466,0.6618,914123138,152720,150000,0
13,1.6948,0.9687,914123138,150178,150000,0
14,2.3172,0.9151,914123138,152959,150000,0
15,2.3595,0.6499,914123138,153096,150000,0
16,1.5091,0.9391,914123138,152075,150000,0
17,1.0596,0.7319,914123138,16302,150000,1
18,1.1155,0.4789,914123138,17607,150000,1
19,2.0761,0.982,914123138,150913,150000,0
20,1.554,0.5548,914123138,27030,150000,1
21,1.2991,0.6035,914123138,20399,150000,1
22,1.8653,0.7673,914123138,151644,150000,0
23,1.82,0.618,914123138,153582,150000,0
24,1.8802,0.5676,914123138,153558,150000,0
25,1.0233,0.9725,914123138,23220,150000,1
26,1.4348,0.645,914123138,36150,150000,1
27,1.1606,0.495,914123138,17701,150000,1
28,1.1282,0.4042,914123138,20576,150000,1
29,2.1506,0.512,914123138,153037,150000,0
30,2.2524,0.6598,914123138,152138,150000,0
31,1.2187,0.834,914123138,152362,150000,0
32,2.1034,0.6537,914123138,152536,150000,0
33,1.2559,0.5751,914123138,37286,150000,1
34,1.7396,0.8872,914123138,150912,150000,0
35,2.3488,0.544,914123138,151317,150000,0
36,1.5381,0.5769,914123138,79611,150000,1
37,2.2889,0.5926,914123138,150425,150000,0
38,2.2006,0.9731,914123138,153251,150000,0
39,1.8983,0.8553,914123138,154026,150000,0
40,1.7929,0.6133,914123138,151044,150000,0
41,1.1541,0.4922,914123138,17359,150000,1
42,1.9832,0.8614,914123138,150966,150000,0
43,1.7145,0.5735,914123138,106264,150000,1
44,1.8351,0.7651,914123138,151294,150000,0
45,1.4616,0.8675,914123138,152323,150000,0
46,1.1608,0.5502,914123138,17984,150000,1
