configuration_id,LL_dynamic_01_a,LL_dynamic_01_b,seed,time,bound,solved
1,1.6535,0.6944,914123138,71823,150000,1
2,1.9803,0.6383,914123138,81638,150000,1
3,2.4651,0.7252,914123138,92424,150000,1
4,2.1402,0.7089,914123138,85364,150000,1
5,1.9255,0.7165,914123138,83506,150000,1
6,1.763,0.5956,914123138,46272,150000,1
7,2.3083,0.4843,914123138,70369,150000,1
8,2.0571,0.4725,914123138,10633,150000,1
9,2.2182,0.6897,914123138,85673,150000,1
10,2.3809,0.7706,914123138,89918,150000,1
11,2.4739,0.576,914123138,85072,150000,1
12,1.6466,0.6618,914123138,65504,150000,1
13,1.6948,0.9687,914123138,87366,150000,1
14,2.3172,0.9151,914123138,89117,150000,1
15,2.3595,0.6499,914123138,83484,150000,1
16,1.5091,0.9391,914123138,86122,150000,1
17,1.0596,0.7319,914123138,3387,150000,1
18,1.1155,0.4789,914123138,3311,150000,1
19,2.0761,0.982,914123138,91347,150000,1
20,1.554,0.5548,914123138,5100,150000,1
21,1.2991,0.6035,914123138,3698,150000,1
22,1.8653,0.7673,914123138,84214,150000,1
23,1.82,0.618,914123138,70228,150000,1
24,1.8802,0.5676,914123138,59745,150000,1
25,1.0233,0.9725,914123138,3020,150000,1
26,1.4348,0.645,914123138,7388,150000,1
27,1.1606,0.495,914123138,2997,150000,1
28,1.1282,0.4042,914123138,2953,150000,1
28,1.1282,0.4042,123368905,3490,150000,1
28,1.1282,0.4042,1487355723,3559,150000,1
28,1.1282,0.4042,1157073988,4101,150000,1
28,1.1282,0.4042,270422674,3738,150000,1
28,1.1282,0.4042,673218025,3231,150000,1
28,1.1282,0.4042,607386998,3895,150000,1
28,1.1282,0.4042,684311997,3683,150000,1
28,1.1282,0.4042,2112837894,3215,150000,1
28,1.1282,0.4042,230499717,3309,150000,1
29,2.1506,0.512,914123138,68012,150000,1
30,2.2524,0.6598,914123138,85071,150000,1
31,1.2187,0.834,914123138,10852,150000,1
32,2.1034,0.6537,914123138,88416,150000,1
33,1.2559,0.5751,914123138,3520,150000,1
34,1.7396,0.8872,914123138,84464,150000,1
35,2.3488,0.544,914123138,77752,150000,1
36,1.5381,0.5769,914123138,6002,150000,1
37,2.2889,0.5926,914123138,86945,150000,1
38,2.2006,0.9731,914123138,87508,150000,1
39,1.8983,0.8553,914123138,89003,150000,1
40,1.7929,0.6133,914123138,69588,150000,1
41,1.1541,0.4922,914123138,3559,150000,1
42,1.9832,0.8614,914123138,85733,150000,1
43,1.7145,0.5735,914123138,8779,150000,1
44,1.8351,0.7651,914123138,82882,150000,1
45,1.4616,0.8675,914123138,84976,150000,1
46,1.1608,0.5502,914123138,3008,150000,1
47,1.9576,0.6353,914123138,82556,150000,1
48,1.0994,0.7582,914123138,3669,150000,1
49,2.4604,0.7141,914123138,88355,150000,1
50,1.0177,0.4906,914123138,3875,150000,1
51,1.7495,0.7132,914123138,80239,150000,1
52,2.0164,0.6683,914123138,77732,150000,1
53,2.2835,0.8947,914123138,85967,150000,1
54,2.3861,0.6994,914123138,87482,150000,1
55,2.2167,0.4409,914123138,11529,150000,1
56,1.8624,0.5888,914123138,67285,150000,1
57,1.5876,0.9752,914123138,93980,150000,1
58,1.4934,0.5429,914123138,9135,150000,1
59,1.3693,0.8257,914123138,74966,150000,1
60,1.4322,0.9674,914123138,82618,150000,1
61,1.5903,0.6467,914123138,18746,150000,1
62,2.3238,0.8906,914123138,85920,150000,1
63,2.3653,0.5074,914123138,71139,150000,1
64,1.0146,0.4718,914123138,3476,150000,1
65,1.2258,0.7534,914123138,4835,150000,1
66,1.286,0.4544,914123138,3198,150000,1
67,1.5473,0.4561,914123138,4004,150000,1
68,1.7593,0.8062,914123138,81601,150000,1
69,1.1685,0.6897,914123138,3243,150000,1
70,1.0444,0.7773,914123138,3740,150000,1
71,2.2665,0.8088,914123138,89190,150000,1
72,2.427,0.8868,914123138,91834,150000,1
73,1.9949,0.5279,914123138,44238,150000,1
74,1.6066,0.5104,914123138,7510,150000,1
75,2.4886,0.6196,914123138,98850,150000,1
76,1.487,0.7844,914123138,76995,150000,1
77,1.5046,0.7458,914123138,72904,150000,1
78,1.9782,0.5244,914123138,37019,150000,1
79,1.9819,0.5257,914123138,44345,150000,1
80,1.8776,0.6217,914123138,73103,150000,1
81,1.9692,0.8253,914123138,86484,150000,1
82,1.853,0.7553,914123138,83688,150000,1
83,1.3479,0.9138,914123138,79337,150000,1
84,1.1175,0.619,914123138,3323,150000,1
85,2.1312,0.6202,914123138,87610,150000,1
86,1.7146,0.8064,914123138,84094,150000,1
87,1.8244,0.7101,914123138,81423,150000,1
88,1.9344,0.4624,914123138,7069,150000,1
89,2.179,0.6541,914123138,86468,150000,1
90,1.2885,0.7477,914123138,5240,150000,1
91,1.8147,0.7307,914123138,79141,150000,1
92,1.9649,0.8517,914123138,89070,150000,1
93,1.8152,0.7333,914123138,88421,150000,1
94,2.1768,0.6905,914123138,93294,150000,1
95,2.488,0.7085,914123138,84272,150000,1
96,1.9236,0.402,914123138,5983,150000,1
97,1.9299,0.5469,914123138,46570,150000,1
98,2.1487,0.8147,914123138,87763,150000,1
99,1.0895,0.4165,914123138,3555,150000,1
100,1.4257,0.4176,914123138,4192,150000,1
101,1.5145,0.7686,914123138,79316,150000,1
102,1.7705,0.858,914123138,87566,150000,1
103,2.1865,0.8835,914123138,89782,150000,1
104,2.0345,0.7611,914123138,88917,150000,1
105,1.1029,0.6432,914123138,2914,150000,1
105,1.1029,0.6432,123368905,3133,150000,1
105,1.1029,0.6432,1487355723,2898,150000,1
105,1.1029,0.6432,1157073988,3430,150000,1
105,1.1029,0.6432,270422674,3063,150000,1
105,1.1029,0.6432,673218025,3088,150000,1
105,1.1029,0.6432,607386998,3021,150000,1
105,1.1029,0.6432,684311997,2963,150000,1
105,1.1029,0.6432,2112837894,3258,150000,1
105,1.1029,0.6432,230499717,2937,150000,1
105,1.1029,0.6432,596850252,3159,150000,1
105,1.1029,0.6432,363287186,3219,150000,1
106,2.165,0.9751,914123138,89340,150000,1
